athlete_id,name,region,affiliate,gender,age,height,candj,snatch,deadlift,backsq,train,experience,howlong
NBIK67326703265199,Dr Kieran Gray,Latin America,CrossFit Accion,Male,31.0-34.0,69.0-70.0,240.0-275.0,175.94522163695711,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
MXWN48182160435640,Dr Alex Brown,Canada East,CrossFit 416,Male,31.0-34.0,70.0-72.0,175.0-209.60000000000002,137.19772801019587,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,,2-4 years|
ZPNX50997679378300,Pauline Coles,Mid Atlantic,CrossFit Mt. Lebanon,Male,14.0-28.0,66.0-69.0,240.0-275.0,205.04091742506293,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|,2-4 years|
UPSB96435071917718,Andrea Hobbs,Mid Atlantic,QM CrossFit,Male,31.0-34.0,70.0-72.0,240.0-275.0,175.0597185976881,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
DAXX92400584274440,Hannah Davies,North Central,CrossFit Lincoln,Male,14.0-28.0,70.0-72.0,240.0-275.0,214.96159609944485,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|,I began CrossFit by trying it alone (without a coach)|,1-2 years|
YMSM86890680007599,Tracey Evans,South East,CrossFit Body-Mechanic,Male,31.0-34.0,1.0-66.0,240.0-275.0,204.89797228086945,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I write my own programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
ISAG85677954460779,Ms Marion Thompson,Central East,CTown CrossFit,Male,28.0-31.0,70.0-72.0,209.60000000000002-240.0,164.94276802592645,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
OORI07027331173934,Miss Leanne Anderson,South East,CrossFit Rise Above,Male,40.0-56.0,70.0-72.0,209.60000000000002-240.0,175.11248753274984,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
UWIF02088291755028,Ms Elizabeth Jennings,Mid Atlantic,CrossFit Takeover,Male,34.0-40.0,70.0-72.0,-45.0-175.0,155.0535320001082,0.0-305.0,240.0-295.0,"I workout mostly at home, work, or a traditional gym|I incorporate CrossFit.com workouts|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|,4+ years|
FMTB95244272745154,Clare Dunn-Joyce,Canada West,CrossFit 604,Male,28.0-31.0,72.0-8388607.0,209.60000000000002-240.0,179.97567533159264,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,2-4 years|
GJMF71929695010725,Steven Atkinson,Canada West,CrossFit Bad Apples,Male,40.0-56.0,1.0-66.0,175.0-209.60000000000002,165.1588690305101,419.0-465.0,340.0-385.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|",I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,1-2 years|
OLLU53636415147988,Mohammad Davis,Canada West,CrossFit Okanagan,Male,34.0-40.0,66.0-69.0,209.60000000000002-240.0,155.04454005944763,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I train other people|,2-4 years|
PPSM23576752405221,Ricky Thompson,Canada West,CrossFit 639,Male,40.0-56.0,66.0-69.0,175.0-209.60000000000002,155.19715904772218,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
UXEQ35947882854435,Miss Jennifer Hunter,North Central,CrossFit Exemplify,Male,34.0-40.0,72.0-8388607.0,240.0-275.0,174.98260655388415,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,4+ years|
TYHK07824600655207,Jeremy Richards,Australia,CrossFit Mode,Male,14.0-28.0,72.0-8388607.0,240.0-275.0,197.956676179005,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I have had a life changing experience due to CrossFit|,1-2 years|
HVEP24892914935686,Laura George,Central East,CrossFit TFA,Male,14.0-28.0,70.0-72.0,275.0-1936.0,210.00770115582034,465.0-1936.0,385.0-3450.0,I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|,6-12 months|
RIHD21520035918696,Claire Cook,North East,CrossFit Pittsfield,Male,14.0-28.0,72.0-8388607.0,240.0-275.0,200.016940833093,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|,4+ years|
SETL63066426428629,Louis Williams,Central East,Three Kings Carmel CrossFit,Male,34.0-40.0,70.0-72.0,175.0-209.60000000000002,134.8333610672804,375.0-419.0,240.0-295.0,"I workout mostly at home, work, or a traditional gym|",I began CrossFit by trying it alone (without a coach)|,6-12 months|
HNHS75756187429897,Miss Charlotte Miles,South Central,Hurricane CrossFit,Male,34.0-40.0,72.0-8388607.0,209.60000000000002-240.0,145.12141039365335,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|,2-4 years|
BHVY94964919041397,Wayne Sharpe,Canada West,CrossFit Vancouver,Male,31.0-34.0,72.0-8388607.0,240.0-275.0,212.87327252723554,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
LNIB96889955538444,Dr John Tucker,South East,CrossFit South Atlanta,Male,34.0-40.0,66.0-69.0,240.0-275.0,185.11601374453673,465.0-1936.0,385.0-3450.0,"I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,1-2 years|
ZOUP92617290137698,Mrs Janet Hale,Canada East,Maritime CrossFit,Male,40.0-56.0,72.0-8388607.0,209.60000000000002-240.0,155.00270972787993,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
ETTA64356467207279,Carl Green-Wright,Australia,CrossFit Tempered Ormeau,Male,31.0-34.0,66.0-69.0,240.0-275.0,198.03933010693572,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
ZWLE08251137887152,Janet Williams,North Central,CrossFit Chanute,Male,31.0-34.0,70.0-72.0,240.0-275.0,199.97571449964465,419.0-465.0,385.0-3450.0,I have a coach who determines my programming|,I have had a life changing experience due to CrossFit|,2-4 years|4+ years|
RZUX99421927375038,Dr Melissa Allen,Mid Atlantic,CrossFit Diamond State,Male,14.0-28.0,69.0-70.0,175.0-209.60000000000002,165.02433233323993,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
CYVI16153082814994,Iain Price,North Central,CrossFit Northland,Male,28.0-31.0,72.0-8388607.0,240.0-275.0,215.12098357210854,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,6-12 months|
LBYW26370687258568,Mr Christopher Lees,Southern California,RWS CrossFit,Male,14.0-28.0,69.0-70.0,275.0-1936.0,229.91471613169634,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
ONUD22207054857888,Mrs Lynda Willis,South Central,CrossFit 24,Male,34.0-40.0,72.0-8388607.0,175.0-209.60000000000002,164.8143038889652,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,4+ years|
YVDI53899664128244,Ms Joyce Henderson,Northern California,CrossFit Brentwood,Male,40.0-56.0,1.0-66.0,209.60000000000002-240.0,165.1955427512646,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
KFER51417900363588,Mr Bruce Gibson,North West,CrossFit Bellevue,Male,34.0-40.0,70.0-72.0,209.60000000000002-240.0,154.97047507731142,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
GCBB19295018434884,Dr Leah Austin,Northern California,Delta CrossFit,Male,31.0-34.0,70.0-72.0,240.0-275.0,205.07617824886785,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
OOEI24313754304729,Claire Preston,Asia,CrossFit Gof Metgot,Male,31.0-34.0,1.0-66.0,240.0-275.0,184.95516175904245,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
UHAS12758369303025,Donna Ward,North Central,CrossFit Russellville,Male,14.0-28.0,72.0-8388607.0,209.60000000000002-240.0,170.14528521071566,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|,I began CrossFit by trying it alone (without a coach)|,6-12 months|
KUKQ12437202231239,Mr Reece Morgan,South Central,Blue Star CrossFit,Male,28.0-31.0,72.0-8388607.0,275.0-1936.0,214.93919325106654,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|,4+ years|
ASPE21933207651300,Andrew Miles,Australia,CrossFit King,Male,28.0-31.0,66.0-69.0,175.0-209.60000000000002,165.17802939125016,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|,1-2 years|
MAUX21190610437564,Mr Guy Moore,North Central,CrossFit Oswego,Male,34.0-40.0,72.0-8388607.0,240.0-275.0,225.04370409219473,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
PREA29739139306966,Samantha Carr,Central East,CrossFit Praus,Male,34.0-40.0,72.0-8388607.0,175.0-209.60000000000002,155.05618379580602,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
QSAG29484521365213,Charles Baker-Bray,North Central,CrossFit Heavy Steel,Male,40.0-56.0,70.0-72.0,209.60000000000002-240.0,184.9616015752338,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
YTDG96915171441878,Dr Gavin Hewitt,Mid Atlantic,CrossFit LIT,Male,40.0-56.0,66.0-69.0,175.0-209.60000000000002,134.96592796592333,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
AAYC05538156565074,Graham Shepherd,Northern California,BoxCar CrossFit,Male,28.0-31.0,70.0-72.0,240.0-275.0,205.08970646111933,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I train other people|,2-4 years|
VWHB16818912004795,Kelly Hutchinson,South West,CrossFit Craft,Male,28.0-31.0,70.0-72.0,240.0-275.0,225.001399841717,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|,2-4 years|
UPFD40228934620392,Dr Stuart Allen,Southern California,Ruination CrossFit,Male,34.0-40.0,69.0-70.0,-45.0-175.0,94.99389705805642,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,4+ years|
DNHU26076365951288,Ricky Hardy,North West,CrossFit X2,Male,40.0-56.0,70.0-72.0,209.60000000000002-240.0,174.95355237958302,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
XZYL75178895095294,Dr Dale Smith,Southern California,CrossFit Dark Horse,Male,34.0-40.0,66.0-69.0,209.60000000000002-240.0,155.0498506056212,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
RMZG88384384084984,Mr Billy Doherty,Mid Atlantic,Miraculous CrossFit,Male,40.0-56.0,66.0-69.0,175.0-209.60000000000002,135.02383474198558,305.0-375.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|,I have had a life changing experience due to CrossFit|,1-2 years|
